"","scenario","region","crop","Year","gcam","fao","fao.detrend"
"63","GCAM_History","Australia_NZ","MiscCrop",1990,18.70134226,17.30408,-0.268319433324667
"64","GCAM_History_Bio","Australia_NZ","MiscCrop",1990,18.70134226,17.30408,-0.268319433324667
"65","GCAM_Hist_Forecast","Canada","MiscCrop",1990,6.176997,4.89764,-0.347494025713433
"66","GCAM_Hist_Forecast_Bio","Canada","MiscCrop",1990,6.176997,4.89764,-0.347494025713433
"67","GCAM_History","Canada","MiscCrop",1990,6.176997,4.89764,-0.347494025713433
"68","GCAM_History_Bio","Canada","MiscCrop",1990,6.176997,4.89764,-0.347494025713433
"69","GCAM_Hist_Forecast","China","MiscCrop",1990,214.1666824,217.52385,14.4241357785521
"70","GCAM_Hist_Forecast_Bio","China","MiscCrop",1990,214.1666824,217.52385,14.4241357785521
"71","GCAM_History","China","MiscCrop",1990,214.1666824,217.52385,14.4241357785521
"72","GCAM_History_Bio","China","MiscCrop",1990,214.1666824,217.52385,14.4241357785521
"73","GCAM_Hist_Forecast","Eastern Europe","MiscCrop",1990,46.0576134,43.69725,-0.534165555459936
"74","GCAM_Hist_Forecast_Bio","Eastern Europe","MiscCrop",1990,46.0576134,43.69725,-0.534165555459936
"75","GCAM_History","Eastern Europe","MiscCrop",1990,46.0576134,43.69725,-0.534165555459936
"76","GCAM_History_Bio","Eastern Europe","MiscCrop",1990,46.0576134,43.69725,-0.534165555459936
"77","GCAM_Hist_Forecast","Former Soviet Union","MiscCrop",1990,102.544804,101.54851,-0.114181275772481
"78","GCAM_Hist_Forecast_Bio","Former Soviet Union","MiscCrop",1990,102.544804,101.54851,-0.114181275772481
"79","GCAM_History","Former Soviet Union","MiscCrop",1990,102.544804,101.54851,-0.114181275772481
"80","GCAM_History_Bio","Former Soviet Union","MiscCrop",1990,102.544804,101.54851,-0.114181275772481
"81","GCAM_Hist_Forecast","India","MiscCrop",1990,343.9190682,343.76555,-5.47748838442681
"82","GCAM_Hist_Forecast_Bio","India","MiscCrop",1990,343.9190682,343.76555,-5.47748838442681
"83","GCAM_History","India","MiscCrop",1990,343.9190682,343.76555,-5.47748838442681
"84","GCAM_History_Bio","India","MiscCrop",1990,343.9190682,343.76555,-5.47748838442681
"85","GCAM_Hist_Forecast","Japan","MiscCrop",1990,10.0901565,10.10624,-0.00713423668800139
"86","GCAM_Hist_Forecast_Bio","Japan","MiscCrop",1990,10.0901565,10.10624,-0.00713423668800139
"87","GCAM_History","Japan","MiscCrop",1990,10.0901565,10.10624,-0.00713423668800139
"88","GCAM_History_Bio","Japan","MiscCrop",1990,10.0901565,10.10624,-0.00713423668800139
"89","GCAM_Hist_Forecast","Korea","MiscCrop",1990,6.343035222,6.14931,0.0674122685716219
"90","GCAM_Hist_Forecast_Bio","Korea","MiscCrop",1990,6.343035222,6.14931,0.0674122685716219
"91","GCAM_History","Korea","MiscCrop",1990,6.343035222,6.14931,0.0674122685716219
"92","GCAM_History_Bio","Korea","MiscCrop",1990,6.343035222,6.14931,0.0674122685716219
"93","GCAM_Hist_Forecast","Latin America","MiscCrop",1990,261.3633685,260.07148,-5.02310799209675
"94","GCAM_Hist_Forecast_Bio","Latin America","MiscCrop",1990,261.3633685,260.07148,-5.02310799209675
"95","GCAM_History","Latin America","MiscCrop",1990,261.3633685,260.07148,-5.02310799209675
"96","GCAM_History_Bio","Latin America","MiscCrop",1990,261.3633685,260.07148,-5.02310799209675
"97","GCAM_Hist_Forecast","Middle East","MiscCrop",1990,43.91570163,42.8696814,-0.956894962218747
"98","GCAM_Hist_Forecast_Bio","Middle East","MiscCrop",1990,43.91570163,42.8696814,-0.956894962218747
"99","GCAM_History","Middle East","MiscCrop",1990,43.91570163,42.8696814,-0.956894962218747
"100","GCAM_History_Bio","Middle East","MiscCrop",1990,43.91570163,42.8696814,-0.956894962218747
"101","GCAM_Hist_Forecast","Southeast Asia","MiscCrop",1990,148.300746,149.30872,-1.44797747214963
"102","GCAM_Hist_Forecast_Bio","Southeast Asia","MiscCrop",1990,148.300746,149.30872,-1.44797747214963
"103","GCAM_History","Southeast Asia","MiscCrop",1990,148.300746,149.30872,-1.44797747214963
"104","GCAM_History_Bio","Southeast Asia","MiscCrop",1990,148.300746,149.30872,-1.44797747214963
"105","GCAM_Hist_Forecast","USA","MiscCrop",1990,37.36054274,39.11031,1.07143278831042
"106","GCAM_Hist_Forecast_Bio","USA","MiscCrop",1990,37.36054274,39.11031,1.07143278831042
"107","GCAM_History","USA","MiscCrop",1990,37.36054274,39.11031,1.07143278831042
"108","GCAM_History_Bio","USA","MiscCrop",1990,37.36054274,39.11031,1.07143278831042
"109","GCAM_Hist_Forecast","Western Europe","MiscCrop",1990,160.7231053,162.31989,1.1526514001383
"110","GCAM_Hist_Forecast_Bio","Western Europe","MiscCrop",1990,160.7231053,162.31989,1.1526514001383
"111","GCAM_History","Western Europe","MiscCrop",1990,160.7231053,162.31989,1.1526514001383
"112","GCAM_History_Bio","Western Europe","MiscCrop",1990,160.7231053,162.31989,1.1526514001383
"113","GCAM_Hist_Forecast","Africa","OilCrop",1990,154.4011332,124.3973467,0.82276828903629
"114","GCAM_Hist_Forecast_Bio","Africa","OilCrop",1990,154.4011332,124.3973467,0.82276828903629
"115","GCAM_History","Africa","OilCrop",1990,154.4011332,124.3973467,0.82276828903629
"116","GCAM_History_Bio","Africa","OilCrop",1990,154.4011332,124.3973467,0.82276828903629
"117","GCAM_Hist_Forecast","Australia_NZ","OilCrop",1990,4.854256587,2.29065,-0.239734340321804
"118","GCAM_Hist_Forecast_Bio","Australia_NZ","OilCrop",1990,4.854256587,2.29065,-0.239734340321804
"119","GCAM_History","Australia_NZ","OilCrop",1990,4.854256587,2.29065,-0.239734340321804
"120","GCAM_History_Bio","Australia_NZ","OilCrop",1990,4.854256587,2.29065,-0.239734340321804
"121","GCAM_Hist_Forecast","Canada","OilCrop",1990,43.4991,40.03958,2.5424888331671
"122","GCAM_Hist_Forecast_Bio","Canada","OilCrop",1990,43.4991,40.03958,2.5424888331671
"123","GCAM_History","Canada","OilCrop",1990,43.4991,40.03958,2.5424888331671
"124","GCAM_History_Bio","Canada","OilCrop",1990,43.4991,40.03958,2.5424888331671
"125","GCAM_Hist_Forecast","China","OilCrop",1990,229.895241,195.30537,0.0322396241495824
"126","GCAM_Hist_Forecast_Bio","China","OilCrop",1990,229.895241,195.30537,0.0322396241495824
"127","GCAM_History","China","OilCrop",1990,229.895241,195.30537,0.0322396241495824
"128","GCAM_History_Bio","China","OilCrop",1990,229.895241,195.30537,0.0322396241495824
"129","GCAM_Hist_Forecast","Eastern Europe","OilCrop",1990,29.2925405,27.25962,0.995736236309977
"130","GCAM_Hist_Forecast_Bio","Eastern Europe","OilCrop",1990,29.2925405,27.25962,0.995736236309977
"131","GCAM_History","Eastern Europe","OilCrop",1990,29.2925405,27.25962,0.995736236309977
"132","GCAM_History_Bio","Eastern Europe","OilCrop",1990,29.2925405,27.25962,0.995736236309977
"133","GCAM_Hist_Forecast","Former Soviet Union","OilCrop",1990,91.9142298,71.57669,2.63283275116066
"134","GCAM_Hist_Forecast_Bio","Former Soviet Union","OilCrop",1990,91.9142298,71.57669,2.63283275116066
"135","GCAM_History","Former Soviet Union","OilCrop",1990,91.9142298,71.57669,2.63283275116066
"136","GCAM_History_Bio","Former Soviet Union","OilCrop",1990,91.9142298,71.57669,2.63283275116066
"137","GCAM_Hist_Forecast","India","OilCrop",1990,288.2493785,233.766,-6.65629820320277
"138","GCAM_Hist_Forecast_Bio","India","OilCrop",1990,288.2493785,233.766,-6.65629820320277
"139","GCAM_History","India","OilCrop",1990,288.2493785,233.766,-6.65629820320277
"140","GCAM_History_Bio","India","OilCrop",1990,288.2493785,233.766,-6.65629820320277
"141","GCAM_Hist_Forecast","Japan","OilCrop",1990,1.635500503,1.65425,-0.063737954806254
"142","GCAM_Hist_Forecast_Bio","Japan","OilCrop",1990,1.635500503,1.65425,-0.063737954806254
"143","GCAM_History","Japan","OilCrop",1990,1.635500503,1.65425,-0.063737954806254
"144","GCAM_History_Bio","Japan","OilCrop",1990,1.635500503,1.65425,-0.063737954806254
"145","GCAM_Hist_Forecast","Korea","OilCrop",1990,2.544397576,2.63183,0.14055325052668
"146","GCAM_Hist_Forecast_Bio","Korea","OilCrop",1990,2.544397576,2.63183,0.14055325052668
"147","GCAM_History","Korea","OilCrop",1990,2.544397576,2.63183,0.14055325052668
"148","GCAM_History_Bio","Korea","OilCrop",1990,2.544397576,2.63183,0.14055325052668
"149","GCAM_Hist_Forecast","Latin America","OilCrop",1990,237.330509,230.56026,15.2111795626731
"150","GCAM_Hist_Forecast_Bio","Latin America","OilCrop",1990,237.330509,230.56026,15.2111795626731
"151","GCAM_History","Latin America","OilCrop",1990,237.330509,230.56026,15.2111795626731
"152","GCAM_History_Bio","Latin America","OilCrop",1990,237.330509,230.56026,15.2111795626731
"153","GCAM_Hist_Forecast","Middle East","OilCrop",1990,10.60111402,8.40487,0.277242989392535
"154","GCAM_Hist_Forecast_Bio","Middle East","OilCrop",1990,10.60111402,8.40487,0.277242989392535
"155","GCAM_History","Middle East","OilCrop",1990,10.60111402,8.40487,0.277242989392535
"156","GCAM_History_Bio","Middle East","OilCrop",1990,10.60111402,8.40487,0.277242989392535
"157","GCAM_Hist_Forecast","Southeast Asia","OilCrop",1990,78.56015715,59.39753,-1.05948757175707
"158","GCAM_Hist_Forecast_Bio","Southeast Asia","OilCrop",1990,78.56015715,59.39753,-1.05948757175707
"159","GCAM_History","Southeast Asia","OilCrop",1990,78.56015715,59.39753,-1.05948757175707
"160","GCAM_History_Bio","Southeast Asia","OilCrop",1990,78.56015715,59.39753,-1.05948757175707
"161","GCAM_Hist_Forecast","USA","OilCrop",1990,280.9412475,245.8975,0.347654518823106
"162","GCAM_Hist_Forecast_Bio","USA","OilCrop",1990,280.9412475,245.8975,0.347654518823106
"163","GCAM_History","USA","OilCrop",1990,280.9412475,245.8975,0.347654518823106
"164","GCAM_History_Bio","USA","OilCrop",1990,280.9412475,245.8975,0.347654518823106
"165","GCAM_Hist_Forecast","Western Europe","OilCrop",1990,119.1978022,116.429535,0.914216713978135
"166","GCAM_Hist_Forecast_Bio","Western Europe","OilCrop",1990,119.1978022,116.429535,0.914216713978135
"167","GCAM_History","Western Europe","OilCrop",1990,119.1978022,116.429535,0.914216713978135
"168","GCAM_History_Bio","Western Europe","OilCrop",1990,119.1978022,116.429535,0.914216713978135
"169","GCAM_Hist_Forecast","Africa","OtherGrain",1990,425.7243685,395.83785,-9.80917980063384
"170","GCAM_Hist_Forecast_Bio","Africa","OtherGrain",1990,425.7243685,395.83785,-9.80917980063384
"171","GCAM_History","Africa","OtherGrain",1990,425.7243685,395.83785,-9.80917980063384
"172","GCAM_History_Bio","Africa","OtherGrain",1990,425.7243685,395.83785,-9.80917980063384
"173","GCAM_Hist_Forecast","Australia_NZ","OtherGrain",1990,44.86940855,41.70114,-2.73209269714683
"174","GCAM_Hist_Forecast_Bio","Australia_NZ","OtherGrain",1990,44.86940855,41.70114,-2.73209269714683
"175","GCAM_History","Australia_NZ","OtherGrain",1990,44.86940855,41.70114,-2.73209269714683
"176","GCAM_History_Bio","Australia_NZ","OtherGrain",1990,44.86940855,41.70114,-2.73209269714683
"177","GCAM_Hist_Forecast","Canada","OtherGrain",1990,61.97782306,64.20374,6.49651678281218
"178","GCAM_Hist_Forecast_Bio","Canada","OtherGrain",1990,61.97782306,64.20374,6.49651678281218
"179","GCAM_History","Canada","OtherGrain",1990,61.97782306,64.20374,6.49651678281218
"180","GCAM_History_Bio","Canada","OtherGrain",1990,61.97782306,64.20374,6.49651678281218
"181","GCAM_Hist_Forecast","China","OtherGrain",1990,86.01974462,81.79014,-5.82234974584895
"182","GCAM_Hist_Forecast_Bio","China","OtherGrain",1990,86.01974462,81.79014,-5.82234974584895
"183","GCAM_History","China","OtherGrain",1990,86.01974462,81.79014,-5.82234974584895
"184","GCAM_History_Bio","China","OtherGrain",1990,86.01974462,81.79014,-5.82234974584895
"185","GCAM_Hist_Forecast","Eastern Europe","OtherGrain",1990,96.48091565,95.99774,-1.55708192226923
"186","GCAM_Hist_Forecast_Bio","Eastern Europe","OtherGrain",1990,96.48091565,95.99774,-1.55708192226923
"187","GCAM_History","Eastern Europe","OtherGrain",1990,96.48091565,95.99774,-1.55708192226923
"188","GCAM_History_Bio","Eastern Europe","OtherGrain",1990,96.48091565,95.99774,-1.55708192226923
"189","GCAM_Hist_Forecast","Former Soviet Union","OtherGrain",1990,532.341236,522.77767,-6.37097977505289
"190","GCAM_Hist_Forecast_Bio","Former Soviet Union","OtherGrain",1990,532.341236,522.77767,-6.37097977505289
"191","GCAM_History","Former Soviet Union","OtherGrain",1990,532.341236,522.77767,-6.37097977505289
"192","GCAM_History_Bio","Former Soviet Union","OtherGrain",1990,532.341236,522.77767,-6.37097977505289
"193","GCAM_Hist_Forecast","India","OtherGrain",1990,302.4540791,304.437,6.5794471489499
"194","GCAM_Hist_Forecast_Bio","India","OtherGrain",1990,302.4540791,304.437,6.5794471489499
"195","GCAM_History","India","OtherGrain",1990,302.4540791,304.437,6.5794471489499
"196","GCAM_History_Bio","India","OtherGrain",1990,302.4540791,304.437,6.5794471489499
"197","GCAM_Hist_Forecast","Japan","OtherGrain",1990,1.315535832,1.36777,-0.0205369489359701
"198","GCAM_Hist_Forecast_Bio","Japan","OtherGrain",1990,1.315535832,1.36777,-0.0205369489359701
"199","GCAM_History","Japan","OtherGrain",1990,1.315535832,1.36777,-0.0205369489359701
"200","GCAM_History_Bio","Japan","OtherGrain",1990,1.315535832,1.36777,-0.0205369489359701
"201","GCAM_Hist_Forecast","Korea","OtherGrain",1990,1.643695819,1.70358,0.144725784252183
"202","GCAM_Hist_Forecast_Bio","Korea","OtherGrain",1990,1.643695819,1.70358,0.144725784252183
"203","GCAM_History","Korea","OtherGrain",1990,1.643695819,1.70358,0.144725784252183
"204","GCAM_History_Bio","Korea","OtherGrain",1990,1.643695819,1.70358,0.144725784252183
"205","GCAM_Hist_Forecast","Latin America","OtherGrain",1990,56.9141636,56.68731,0.366675318904477
"206","GCAM_Hist_Forecast_Bio","Latin America","OtherGrain",1990,56.9141636,56.68731,0.366675318904477
"207","GCAM_History","Latin America","OtherGrain",1990,56.9141636,56.68731,0.366675318904477
"208","GCAM_History_Bio","Latin America","OtherGrain",1990,56.9141636,56.68731,0.366675318904477
"209","GCAM_Hist_Forecast","Middle East","OtherGrain",1990,72.82740718,82.78254,2.17604054638065
"210","GCAM_Hist_Forecast_Bio","Middle East","OtherGrain",1990,72.82740718,82.78254,2.17604054638065
"211","GCAM_History","Middle East","OtherGrain",1990,72.82740718,82.78254,2.17604054638065
"212","GCAM_History_Bio","Middle East","OtherGrain",1990,72.82740718,82.78254,2.17604054638065
"213","GCAM_Hist_Forecast","Southeast Asia","OtherGrain",1990,20.44357412,20.7041,0.909599193889939
"214","GCAM_Hist_Forecast_Bio","Southeast Asia","OtherGrain",1990,20.44357412,20.7041,0.909599193889939
"215","GCAM_History","Southeast Asia","OtherGrain",1990,20.44357412,20.7041,0.909599193889939
"216","GCAM_History_Bio","Southeast Asia","OtherGrain",1990,20.44357412,20.7041,0.909599193889939
"217","GCAM_Hist_Forecast","USA","OtherGrain",1990,99.48556519,94.978,-3.26387016755325
"218","GCAM_Hist_Forecast_Bio","USA","OtherGrain",1990,99.48556519,94.978,-3.26387016755325
"219","GCAM_History","USA","OtherGrain",1990,99.48556519,94.978,-3.26387016755325
"220","GCAM_History_Bio","USA","OtherGrain",1990,99.48556519,94.978,-3.26387016755325
"221","GCAM_Hist_Forecast","Western Europe","OtherGrain",1990,224.385997,224.38265,-0.764092889372137
"222","GCAM_Hist_Forecast_Bio","Western Europe","OtherGrain",1990,224.385997,224.38265,-0.764092889372137
"223","GCAM_History","Western Europe","OtherGrain",1990,224.385997,224.38265,-0.764092889372137
"224","GCAM_History_Bio","Western Europe","OtherGrain",1990,224.385997,224.38265,-0.764092889372137
"225","GCAM_Hist_Forecast","Africa","PalmFruit",1990,39.20470375,38.21481,-0.437481747826048
"226","GCAM_Hist_Forecast_Bio","Africa","PalmFruit",1990,39.20470375,38.21481,-0.437481747826048
"227","GCAM_History","Africa","PalmFruit",1990,39.20470375,38.21481,-0.437481747826048
"228","GCAM_History_Bio","Africa","PalmFruit",1990,39.20470375,38.21481,-0.437481747826048
"229","GCAM_Hist_Forecast","Australia_NZ","PalmFruit",1990,0,0.09154,0.00105639492545653
"230","GCAM_Hist_Forecast_Bio","Australia_NZ","PalmFruit",1990,0,0.09154,0.00105639492545653
"231","GCAM_History","Australia_NZ","PalmFruit",1990,0,0.09154,0.00105639492545653
"232","GCAM_History_Bio","Australia_NZ","PalmFruit",1990,0,0.09154,0.00105639492545653
"233","GCAM_Hist_Forecast","Canada","PalmFruit",1990,0,0,0
"234","GCAM_Hist_Forecast_Bio","Canada","PalmFruit",1990,0,0,0
"235","GCAM_History","Canada","PalmFruit",1990,0,0,0
"236","GCAM_History_Bio","Canada","PalmFruit",1990,0,0,0
"237","GCAM_Hist_Forecast","China","PalmFruit",1990,2.750698013,2.77709,-0.025377122772924
"238","GCAM_Hist_Forecast_Bio","China","PalmFruit",1990,2.750698013,2.77709,-0.025377122772924
"239","GCAM_History","China","PalmFruit",1990,2.750698013,2.77709,-0.025377122772924
"240","GCAM_History_Bio","China","PalmFruit",1990,2.750698013,2.77709,-0.025377122772924
"241","GCAM_Hist_Forecast","Eastern Europe","PalmFruit",1990,0,0,0
"242","GCAM_Hist_Forecast_Bio","Eastern Europe","PalmFruit",1990,0,0,0
"243","GCAM_History","Eastern Europe","PalmFruit",1990,0,0,0
"244","GCAM_History_Bio","Eastern Europe","PalmFruit",1990,0,0,0
"245","GCAM_Hist_Forecast","Former Soviet Union","PalmFruit",1990,0,0,0
"246","GCAM_Hist_Forecast_Bio","Former Soviet Union","PalmFruit",1990,0,0,0
"247","GCAM_History","Former Soviet Union","PalmFruit",1990,0,0,0
"248","GCAM_History_Bio","Former Soviet Union","PalmFruit",1990,0,0,0
"249","GCAM_Hist_Forecast","India","PalmFruit",1990,14.87877226,14.75,0.388220575678552
"250","GCAM_Hist_Forecast_Bio","India","PalmFruit",1990,14.87877226,14.75,0.388220575678552
"251","GCAM_History","India","PalmFruit",1990,14.87877226,14.75,0.388220575678552
"252","GCAM_History_Bio","India","PalmFruit",1990,14.87877226,14.75,0.388220575678552
"253","GCAM_Hist_Forecast","Japan","PalmFruit",1990,0,0,0
"254","GCAM_Hist_Forecast_Bio","Japan","PalmFruit",1990,0,0,0
"255","GCAM_History","Japan","PalmFruit",1990,0,0,0
"256","GCAM_History_Bio","Japan","PalmFruit",1990,0,0,0
"257","GCAM_Hist_Forecast","Korea","PalmFruit",1990,0,0,0
"258","GCAM_Hist_Forecast_Bio","Korea","PalmFruit",1990,0,0,0
"259","GCAM_History","Korea","PalmFruit",1990,0,0,0
"260","GCAM_History_Bio","Korea","PalmFruit",1990,0,0,0
"261","GCAM_Hist_Forecast","Latin America","PalmFruit",1990,8.764760002,8.60533,-0.237576291439222
"262","GCAM_Hist_Forecast_Bio","Latin America","PalmFruit",1990,8.764760002,8.60533,-0.237576291439222
"263","GCAM_History","Latin America","PalmFruit",1990,8.764760002,8.60533,-0.237576291439222
"264","GCAM_History_Bio","Latin America","PalmFruit",1990,8.764760002,8.60533,-0.237576291439222
"265","GCAM_Hist_Forecast","Middle East","PalmFruit",1990,0,0,0
"266","GCAM_Hist_Forecast_Bio","Middle East","PalmFruit",1990,0,0,0
"267","GCAM_History","Middle East","PalmFruit",1990,0,0,0
"268","GCAM_History_Bio","Middle East","PalmFruit",1990,0,0,0
"269","GCAM_Hist_Forecast","Southeast Asia","PalmFruit",1990,95.93126263,96.55562,0.607705600428886
"270","GCAM_Hist_Forecast_Bio","Southeast Asia","PalmFruit",1990,95.93126263,96.55562,0.607705600428886
"271","GCAM_History","Southeast Asia","PalmFruit",1990,95.93126263,96.55562,0.607705600428886
"272","GCAM_History_Bio","Southeast Asia","PalmFruit",1990,95.93126263,96.55562,0.607705600428886
"273","GCAM_Hist_Forecast","USA","PalmFruit",1990,0,0.0108,0.000742918052086847
"274","GCAM_Hist_Forecast_Bio","USA","PalmFruit",1990,0,0.0108,0.000742918052086847
"275","GCAM_History","USA","PalmFruit",1990,0,0.0108,0.000742918052086847
"276","GCAM_History_Bio","USA","PalmFruit",1990,0,0.0108,0.000742918052086847
"277","GCAM_Hist_Forecast","Western Europe","PalmFruit",1990,0,0.00527,-0.000103831154336833
"278","GCAM_Hist_Forecast_Bio","Western Europe","PalmFruit",1990,0,0.00527,-0.000103831154336833
"279","GCAM_History","Western Europe","PalmFruit",1990,0,0.00527,-0.000103831154336833
"280","GCAM_History_Bio","Western Europe","PalmFruit",1990,0,0.00527,-0.000103831154336833
"281","GCAM_Hist_Forecast","Africa","Rice",1990,62.84593495,60.34413,-1.57616589563955
"282","GCAM_Hist_Forecast_Bio","Africa","Rice",1990,62.84593495,60.34413,-1.57616589563955
"283","GCAM_History","Africa","Rice",1990,62.84593495,60.34413,-1.57616589563955
"284","GCAM_History_Bio","Africa","Rice",1990,62.84593495,60.34413,-1.57616589563955
"285","GCAM_Hist_Forecast","Australia_NZ","Rice",1990,1.046803878,1.05,0.16160638823898
"286","GCAM_Hist_Forecast_Bio","Australia_NZ","Rice",1990,1.046803878,1.05,0.16160638823898
"287","GCAM_History","Australia_NZ","Rice",1990,1.046803878,1.05,0.16160638823898
"288","GCAM_History_Bio","Australia_NZ","Rice",1990,1.046803878,1.05,0.16160638823898
"289","GCAM_Hist_Forecast","Canada","Rice",1990,0,0,0
"290","GCAM_Hist_Forecast_Bio","Canada","Rice",1990,0,0,0
"291","GCAM_History","Canada","Rice",1990,0,0,0
