scenario,region,crop,Year,gcam,fao,error,pct_error
GCAM_History_Bio,Africa,OtherGrain,1990,425.7243685,395.83785,29.88651849,7.550192203
GCAM_Hist_Forecast,Australia_NZ,OtherGrain,1990,44.86940855,41.70114,3.168268549,7.597558602
GCAM_Hist_Forecast_Bio,Australia_NZ,OtherGrain,1990,44.86940855,41.70114,3.168268549,7.597558602
GCAM_History,Australia_NZ,OtherGrain,1990,44.86940855,41.70114,3.168268549,7.597558602
GCAM_History_Bio,Australia_NZ,OtherGrain,1990,44.86940855,41.70114,3.168268549,7.597558602
GCAM_Hist_Forecast,Canada,OtherGrain,1990,61.97782306,64.20374,-2.22591694,-3.466958373
GCAM_Hist_Forecast_Bio,Canada,OtherGrain,1990,61.97782306,64.20374,-2.22591694,-3.466958373
GCAM_History,Canada,OtherGrain,1990,61.97782306,64.20374,-2.22591694,-3.466958373
GCAM_History_Bio,Canada,OtherGrain,1990,61.97782306,64.20374,-2.22591694,-3.466958373
GCAM_Hist_Forecast,China,OtherGrain,1990,86.01974462,81.79014,4.229604618,5.171289128
GCAM_Hist_Forecast_Bio,China,OtherGrain,1990,86.01974462,81.79014,4.229604618,5.171289128
GCAM_History,China,OtherGrain,1990,86.01974462,81.79014,4.229604618,5.171289128
GCAM_History_Bio,China,OtherGrain,1990,86.01974462,81.79014,4.229604618,5.171289128
GCAM_Hist_Forecast,Eastern Europe,OtherGrain,1990,96.48091565,95.99774,0.483175655,0.503319823
GCAM_Hist_Forecast_Bio,Eastern Europe,OtherGrain,1990,96.48091565,95.99774,0.483175655,0.503319823
GCAM_History,Eastern Europe,OtherGrain,1990,96.48091565,95.99774,0.483175655,0.503319823
GCAM_History_Bio,Eastern Europe,OtherGrain,1990,96.48091565,95.99774,0.483175655,0.503319823
GCAM_Hist_Forecast,Former Soviet Union,OtherGrain,1990,532.341236,522.77767,9.563566,1.829375382
GCAM_Hist_Forecast_Bio,Former Soviet Union,OtherGrain,1990,532.341236,522.77767,9.563566,1.829375382
GCAM_History,Former Soviet Union,OtherGrain,1990,532.341236,522.77767,9.563566,1.829375382
GCAM_History_Bio,Former Soviet Union,OtherGrain,1990,532.341236,522.77767,9.563566,1.829375382
GCAM_Hist_Forecast,India,OtherGrain,1990,302.4540791,304.437,-1.982920885,-0.651340305
GCAM_Hist_Forecast_Bio,India,OtherGrain,1990,302.4540791,304.437,-1.982920885,-0.651340305
GCAM_History,India,OtherGrain,1990,302.4540791,304.437,-1.982920885,-0.651340305
GCAM_History_Bio,India,OtherGrain,1990,302.4540791,304.437,-1.982920885,-0.651340305
GCAM_Hist_Forecast,Japan,OtherGrain,1990,1.315535832,1.36777,-0.052234168,-3.818929237
GCAM_Hist_Forecast_Bio,Japan,OtherGrain,1990,1.315535832,1.36777,-0.052234168,-3.818929237
GCAM_History,Japan,OtherGrain,1990,1.315535832,1.36777,-0.052234168,-3.818929237
GCAM_History_Bio,Japan,OtherGrain,1990,1.315535832,1.36777,-0.052234168,-3.818929237
GCAM_Hist_Forecast,Korea,OtherGrain,1990,1.643695819,1.70358,-0.059884181,-3.515196296
GCAM_Hist_Forecast_Bio,Korea,OtherGrain,1990,1.643695819,1.70358,-0.059884181,-3.515196296
GCAM_History,Korea,OtherGrain,1990,1.643695819,1.70358,-0.059884181,-3.515196296
GCAM_History_Bio,Korea,OtherGrain,1990,1.643695819,1.70358,-0.059884181,-3.515196296
GCAM_Hist_Forecast,Latin America,OtherGrain,1990,56.9141636,56.68731,0.226853603,0.400184103
GCAM_Hist_Forecast_Bio,Latin America,OtherGrain,1990,56.9141636,56.68731,0.226853603,0.400184103
GCAM_History,Latin America,OtherGrain,1990,56.9141636,56.68731,0.226853603,0.400184103
GCAM_History_Bio,Latin America,OtherGrain,1990,56.9141636,56.68731,0.226853603,0.400184103
GCAM_Hist_Forecast,Middle East,OtherGrain,1990,72.82740718,82.78254,-9.955132816,-12.02564311
GCAM_Hist_Forecast_Bio,Middle East,OtherGrain,1990,72.82740718,82.78254,-9.955132816,-12.02564311
GCAM_History,Middle East,OtherGrain,1990,72.82740718,82.78254,-9.955132816,-12.02564311
GCAM_History_Bio,Middle East,OtherGrain,1990,72.82740718,82.78254,-9.955132816,-12.02564311
GCAM_Hist_Forecast,Southeast Asia,OtherGrain,1990,20.44357412,20.7041,-0.260525884,-1.258329914
GCAM_Hist_Forecast_Bio,Southeast Asia,OtherGrain,1990,20.44357412,20.7041,-0.260525884,-1.258329914
GCAM_History,Southeast Asia,OtherGrain,1990,20.44357412,20.7041,-0.260525884,-1.258329914
GCAM_History_Bio,Southeast Asia,OtherGrain,1990,20.44357412,20.7041,-0.260525884,-1.258329914
GCAM_Hist_Forecast,USA,OtherGrain,1990,99.48556519,94.978,4.507565189,4.745904514
GCAM_Hist_Forecast_Bio,USA,OtherGrain,1990,99.48556519,94.978,4.507565189,4.745904514
GCAM_History,USA,OtherGrain,1990,99.48556519,94.978,4.507565189,4.745904514
GCAM_History_Bio,USA,OtherGrain,1990,99.48556519,94.978,4.507565189,4.745904514
GCAM_Hist_Forecast,Western Europe,OtherGrain,1990,224.385997,224.38265,0.003346966,0.001491633
GCAM_Hist_Forecast_Bio,Western Europe,OtherGrain,1990,224.385997,224.38265,0.003346966,0.001491633
GCAM_History,Western Europe,OtherGrain,1990,224.385997,224.38265,0.003346966,0.001491633
GCAM_History_Bio,Western Europe,OtherGrain,1990,224.385997,224.38265,0.003346966,0.001491633
GCAM_Hist_Forecast,Africa,PalmFruit,1990,39.20470375,38.21481,0.989893748,2.590340625
GCAM_Hist_Forecast_Bio,Africa,PalmFruit,1990,39.20470375,38.21481,0.989893748,2.590340625
GCAM_History,Africa,PalmFruit,1990,39.20470375,38.21481,0.989893748,2.590340625
GCAM_History_Bio,Africa,PalmFruit,1990,39.20470375,38.21481,0.989893748,2.590340625
GCAM_Hist_Forecast,Australia_NZ,PalmFruit,1990,0,0.09154,-0.09154,-100
GCAM_Hist_Forecast_Bio,Australia_NZ,PalmFruit,1990,0,0.09154,-0.09154,-100
GCAM_History,Australia_NZ,PalmFruit,1990,0,0.09154,-0.09154,-100
GCAM_History_Bio,Australia_NZ,PalmFruit,1990,0,0.09154,-0.09154,-100
GCAM_Hist_Forecast,Canada,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Canada,PalmFruit,1990,0,0,0,NA
GCAM_History,Canada,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Canada,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,China,PalmFruit,1990,2.750698013,2.77709,-0.026391987,-0.950346847
GCAM_Hist_Forecast_Bio,China,PalmFruit,1990,2.750698013,2.77709,-0.026391987,-0.950346847
GCAM_History,China,PalmFruit,1990,2.750698013,2.77709,-0.026391987,-0.950346847
GCAM_History_Bio,China,PalmFruit,1990,2.750698013,2.77709,-0.026391987,-0.950346847
GCAM_Hist_Forecast,Eastern Europe,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Eastern Europe,PalmFruit,1990,0,0,0,NA
GCAM_History,Eastern Europe,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Eastern Europe,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,Former Soviet Union,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Former Soviet Union,PalmFruit,1990,0,0,0,NA
GCAM_History,Former Soviet Union,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Former Soviet Union,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,India,PalmFruit,1990,14.87877226,14.75,0.128772264,0.873032299
GCAM_Hist_Forecast_Bio,India,PalmFruit,1990,14.87877226,14.75,0.128772264,0.873032299
GCAM_History,India,PalmFruit,1990,14.87877226,14.75,0.128772264,0.873032299
GCAM_History_Bio,India,PalmFruit,1990,14.87877226,14.75,0.128772264,0.873032299
GCAM_Hist_Forecast,Japan,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Japan,PalmFruit,1990,0,0,0,NA
GCAM_History,Japan,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Japan,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,Korea,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Korea,PalmFruit,1990,0,0,0,NA
GCAM_History,Korea,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Korea,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,Latin America,PalmFruit,1990,8.764760002,8.60533,0.159430002,1.852689
GCAM_Hist_Forecast_Bio,Latin America,PalmFruit,1990,8.764760002,8.60533,0.159430002,1.852689
GCAM_History,Latin America,PalmFruit,1990,8.764760002,8.60533,0.159430002,1.852689
GCAM_History_Bio,Latin America,PalmFruit,1990,8.764760002,8.60533,0.159430002,1.852689
GCAM_Hist_Forecast,Middle East,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast_Bio,Middle East,PalmFruit,1990,0,0,0,NA
GCAM_History,Middle East,PalmFruit,1990,0,0,0,NA
GCAM_History_Bio,Middle East,PalmFruit,1990,0,0,0,NA
GCAM_Hist_Forecast,Southeast Asia,PalmFruit,1990,95.93126263,96.55562,-0.624357374,-0.64662976
GCAM_Hist_Forecast_Bio,Southeast Asia,PalmFruit,1990,95.93126263,96.55562,-0.624357374,-0.64662976
GCAM_History,Southeast Asia,PalmFruit,1990,95.93126263,96.55562,-0.624357374,-0.64662976
GCAM_History_Bio,Southeast Asia,PalmFruit,1990,95.93126263,96.55562,-0.624357374,-0.64662976
GCAM_Hist_Forecast,USA,PalmFruit,1990,0,0.0108,-0.0108,-100
GCAM_Hist_Forecast_Bio,USA,PalmFruit,1990,0,0.0108,-0.0108,-100
GCAM_History,USA,PalmFruit,1990,0,0.0108,-0.0108,-100
GCAM_History_Bio,USA,PalmFruit,1990,0,0.0108,-0.0108,-100
GCAM_Hist_Forecast,Western Europe,PalmFruit,1990,0,0.00527,-0.00527,-100
GCAM_Hist_Forecast_Bio,Western Europe,PalmFruit,1990,0,0.00527,-0.00527,-100
GCAM_History,Western Europe,PalmFruit,1990,0,0.00527,-0.00527,-100
GCAM_History_Bio,Western Europe,PalmFruit,1990,0,0.00527,-0.00527,-100
GCAM_Hist_Forecast,Africa,Rice,1990,62.84593495,60.34413,2.501804952,4.145896133
GCAM_Hist_Forecast_Bio,Africa,Rice,1990,62.84593495,60.34413,2.501804952,4.145896133
GCAM_History,Africa,Rice,1990,62.84593495,60.34413,2.501804952,4.145896133
GCAM_History_Bio,Africa,Rice,1990,62.84593495,60.34413,2.501804952,4.145896133
GCAM_Hist_Forecast,Australia_NZ,Rice,1990,1.046803878,1.05,-0.003196122,-0.304392602
GCAM_Hist_Forecast_Bio,Australia_NZ,Rice,1990,1.046803878,1.05,-0.003196122,-0.304392602
