scenario,region,crop,Year,gcam,fao,error,pct_error
GCAM_History_Bio,Australia_NZ,OilCrop,1994,2.485784121,5.64608,-3.160295879,-55.9732749
GCAM_Hist_Forecast,Canada,OilCrop,1994,45.783129,77.146,-31.362871,-40.65391725
GCAM_Hist_Forecast_Bio,Canada,OilCrop,1994,45.783129,77.146,-31.362871,-40.65391725
GCAM_History,Canada,OilCrop,1994,35.745811,77.146,-41.400189,-53.66472533
GCAM_History_Bio,Canada,OilCrop,1994,35.745811,77.146,-41.400189,-53.66472533
GCAM_Hist_Forecast,China,OilCrop,1994,236.9728031,226.33545,10.63735311,4.699817511
GCAM_Hist_Forecast_Bio,China,OilCrop,1994,236.9728031,226.33545,10.63735311,4.699817511
GCAM_History,China,OilCrop,1994,226.7836076,226.33545,0.448157648,0.198005946
GCAM_History_Bio,China,OilCrop,1994,226.7836076,226.33545,0.448157648,0.198005946
GCAM_Hist_Forecast,Eastern Europe,OilCrop,1994,30.06790954,27.7611,2.306809541,8.309503374
GCAM_Hist_Forecast_Bio,Eastern Europe,OilCrop,1994,30.06790954,27.7611,2.306809541,8.309503374
GCAM_History,Eastern Europe,OilCrop,1994,24.18256231,27.7611,-3.578537689,-12.89047512
GCAM_History_Bio,Eastern Europe,OilCrop,1994,24.18256231,27.7611,-3.578537689,-12.89047512
GCAM_Hist_Forecast,Former Soviet Union,OilCrop,1994,91.7338736,68.65807,23.0758036,33.60974697
GCAM_Hist_Forecast_Bio,Former Soviet Union,OilCrop,1994,91.7338736,68.65807,23.0758036,33.60974697
GCAM_History,Former Soviet Union,OilCrop,1994,44.6669271,68.65807,-23.9911429,-34.94293227
GCAM_History_Bio,Former Soviet Union,OilCrop,1994,44.6669271,68.65807,-23.9911429,-34.94293227
GCAM_Hist_Forecast,India,OilCrop,1994,293.3718319,255.424,37.94783189,14.85679963
GCAM_Hist_Forecast_Bio,India,OilCrop,1994,293.3718319,255.424,37.94783189,14.85679963
GCAM_History,India,OilCrop,1994,263.1867496,255.424,7.762749644,3.039162195
GCAM_History_Bio,India,OilCrop,1994,263.1867496,255.424,7.762749644,3.039162195
GCAM_Hist_Forecast,Japan,OilCrop,1994,1.644683508,0.763,0.881683508,115.5548504
GCAM_Hist_Forecast_Bio,Japan,OilCrop,1994,1.644683508,0.763,0.881683508,115.5548504
GCAM_History,Japan,OilCrop,1994,1.956908117,0.763,1.193908117,156.4755068
GCAM_History_Bio,Japan,OilCrop,1994,1.956908117,0.763,1.193908117,156.4755068
GCAM_Hist_Forecast,Korea,OilCrop,1994,2.702361579,2.05568,0.646681579,31.45828041
GCAM_Hist_Forecast_Bio,Korea,OilCrop,1994,2.702361579,2.05568,0.646681579,31.45828041
GCAM_History,Korea,OilCrop,1994,1.840949057,2.05568,-0.214730943,-10.4457378
GCAM_History_Bio,Korea,OilCrop,1994,1.840949057,2.05568,-0.214730943,-10.4457378
GCAM_Hist_Forecast,Latin America,OilCrop,1994,250.4157419,221.02338,29.39236191,13.29830442
GCAM_Hist_Forecast_Bio,Latin America,OilCrop,1994,250.4157419,221.02338,29.39236191,13.29830442
GCAM_History,Latin America,OilCrop,1994,258.4383698,221.02338,37.4149898,16.92806879
GCAM_History_Bio,Latin America,OilCrop,1994,258.4383698,221.02338,37.4149898,16.92806879
GCAM_Hist_Forecast,Middle East,OilCrop,1994,10.27827681,9.18748,1.090796807,11.87264416
GCAM_Hist_Forecast_Bio,Middle East,OilCrop,1994,10.27827681,9.18748,1.090796807,11.87264416
GCAM_History,Middle East,OilCrop,1994,9.655835832,9.18748,0.468355832,5.097761644
GCAM_History_Bio,Middle East,OilCrop,1994,9.655835832,9.18748,0.468355832,5.097761644
GCAM_Hist_Forecast,Southeast Asia,OilCrop,1994,79.74615626,59.6218,20.12435626,33.75335239
GCAM_Hist_Forecast_Bio,Southeast Asia,OilCrop,1994,79.74615626,59.6218,20.12435626,33.75335239
GCAM_History,Southeast Asia,OilCrop,1994,66.12368632,59.6218,6.501886325,10.90521642
GCAM_History_Bio,Southeast Asia,OilCrop,1994,66.12368632,59.6218,6.501886325,10.90521642
GCAM_Hist_Forecast,USA,OilCrop,1994,284.2209123,269.712,14.50891234,5.379409273
GCAM_Hist_Forecast_Bio,USA,OilCrop,1994,284.2209123,269.712,14.50891234,5.379409273
GCAM_History,USA,OilCrop,1994,311.6307365,269.712,41.9187365,15.54203613
GCAM_History_Bio,USA,OilCrop,1994,311.6307365,269.712,41.9187365,15.54203613
GCAM_Hist_Forecast,Western Europe,OilCrop,1994,98.73004477,119.156267,-20.42622223,-17.1423818
GCAM_Hist_Forecast_Bio,Western Europe,OilCrop,1994,98.73004477,119.156267,-20.42622223,-17.1423818
GCAM_History,Western Europe,OilCrop,1994,105.3773658,119.156267,-13.77890125,-11.5637235
GCAM_History_Bio,Western Europe,OilCrop,1994,105.3773658,119.156267,-13.77890125,-11.5637235
GCAM_Hist_Forecast,Africa,OtherGrain,1994,401.8983102,497.76396,-95.86564984,-19.25925892
GCAM_Hist_Forecast_Bio,Africa,OtherGrain,1994,401.8983102,497.76396,-95.86564984,-19.25925892
GCAM_History,Africa,OtherGrain,1994,471.5239519,497.76396,-26.24000807,-5.271576526
GCAM_History_Bio,Africa,OtherGrain,1994,471.5239519,497.76396,-26.24000807,-5.271576526
GCAM_Hist_Forecast,Australia_NZ,OtherGrain,1994,44.69621965,41.88417,2.812049653,6.713872218
GCAM_Hist_Forecast_Bio,Australia_NZ,OtherGrain,1994,44.69621965,41.88417,2.812049653,6.713872218
GCAM_History,Australia_NZ,OtherGrain,1994,33.38756282,41.88417,-8.496607175,-20.28596287
GCAM_History_Bio,Australia_NZ,OtherGrain,1994,33.38756282,41.88417,-8.496607175,-20.28596287
GCAM_Hist_Forecast,Canada,OtherGrain,1994,60.75718309,62.371,-1.61381691,-2.587447548
GCAM_Hist_Forecast_Bio,Canada,OtherGrain,1994,60.75718309,62.371,-1.61381691,-2.587447548
GCAM_History,Canada,OtherGrain,1994,64.43934464,62.371,2.06834464,3.316196053
GCAM_History_Bio,Canada,OtherGrain,1994,64.43934464,62.371,2.06834464,3.316196053
GCAM_Hist_Forecast,China,OtherGrain,1994,85.96143578,73.62753,12.33390578,16.75175818
GCAM_Hist_Forecast_Bio,China,OtherGrain,1994,85.96143578,73.62753,12.33390578,16.75175818
GCAM_History,China,OtherGrain,1994,125.012195,73.62753,51.38466503,69.79001608
GCAM_History_Bio,China,OtherGrain,1994,125.012195,73.62753,51.38466503,69.79001608
GCAM_Hist_Forecast,Eastern Europe,OtherGrain,1994,96.59897134,98.40994,-1.810968656,-1.840229408
GCAM_Hist_Forecast_Bio,Eastern Europe,OtherGrain,1994,96.59897134,98.40994,-1.810968656,-1.840229408
GCAM_History,Eastern Europe,OtherGrain,1994,74.0298558,98.40994,-24.3800842,-24.77400576
GCAM_History_Bio,Eastern Europe,OtherGrain,1994,74.0298558,98.40994,-24.3800842,-24.77400576
GCAM_Hist_Forecast,Former Soviet Union,OtherGrain,1994,525.678486,504.3101,21.368386,4.237152101
GCAM_Hist_Forecast_Bio,Former Soviet Union,OtherGrain,1994,525.678486,504.3101,21.368386,4.237152101
GCAM_History,Former Soviet Union,OtherGrain,1994,491.240687,504.3101,-13.069413,-2.591542981
GCAM_History_Bio,Former Soviet Union,OtherGrain,1994,491.240687,504.3101,-13.069413,-2.591542981
GCAM_Hist_Forecast,India,OtherGrain,1994,292.0188839,260.871,31.14788387,11.93995648
GCAM_Hist_Forecast_Bio,India,OtherGrain,1994,292.0188839,260.871,31.14788387,11.93995648
GCAM_History,India,OtherGrain,1994,315.706154,260.871,54.83515395,21.02002674
GCAM_History_Bio,India,OtherGrain,1994,315.706154,260.871,54.83515395,21.02002674
GCAM_Hist_Forecast,Japan,OtherGrain,1994,1.196981547,0.84084,0.356141547,42.35544777
GCAM_Hist_Forecast_Bio,Japan,OtherGrain,1994,1.196981547,0.84084,0.356141547,42.35544777
GCAM_History,Japan,OtherGrain,1994,1.599290755,0.84084,0.758450755,90.20155497
GCAM_History_Bio,Japan,OtherGrain,1994,1.599290755,0.84084,0.758450755,90.20155497
GCAM_Hist_Forecast,Korea,OtherGrain,1994,1.613856063,0.94819,0.665666063,70.20386872
GCAM_Hist_Forecast_Bio,Korea,OtherGrain,1994,1.613856063,0.94819,0.665666063,70.20386872
GCAM_History,Korea,OtherGrain,1994,1.895074458,0.94819,0.946884458,99.86231223
GCAM_History_Bio,Korea,OtherGrain,1994,1.895074458,0.94819,0.946884458,99.86231223
GCAM_Hist_Forecast,Latin America,OtherGrain,1994,56.56343107,46.03245,10.53098107,22.87729868
GCAM_Hist_Forecast_Bio,Latin America,OtherGrain,1994,56.56343107,46.03245,10.53098107,22.87729868
GCAM_History,Latin America,OtherGrain,1994,57.6686901,46.03245,11.6362401,25.27834191
GCAM_History_Bio,Latin America,OtherGrain,1994,57.6686901,46.03245,11.6362401,25.27834191
GCAM_Hist_Forecast,Middle East,OtherGrain,1994,67.84994088,63.75034,4.099600877,6.430712177
GCAM_Hist_Forecast_Bio,Middle East,OtherGrain,1994,67.84994088,63.75034,4.099600877,6.430712177
GCAM_History,Middle East,OtherGrain,1994,123.0869815,63.75034,59.33664149,93.07658829
GCAM_History_Bio,Middle East,OtherGrain,1994,123.0869815,63.75034,59.33664149,93.07658829
GCAM_Hist_Forecast,Southeast Asia,OtherGrain,1994,19.18714829,22.07787,-2.890721711,-13.09329981
GCAM_Hist_Forecast_Bio,Southeast Asia,OtherGrain,1994,19.18714829,22.07787,-2.890721711,-13.09329981
GCAM_History,Southeast Asia,OtherGrain,1994,22.02959018,22.07787,-0.04827982,-0.218679702
GCAM_History_Bio,Southeast Asia,OtherGrain,1994,22.02959018,22.07787,-0.04827982,-0.218679702
GCAM_Hist_Forecast,USA,OtherGrain,1994,96.61377956,82.88655,13.72722956,16.56146812
GCAM_Hist_Forecast_Bio,USA,OtherGrain,1994,96.61377956,82.88655,13.72722956,16.56146812
GCAM_History,USA,OtherGrain,1994,120.4793852,82.88655,37.59283517,45.35456618
GCAM_History_Bio,USA,OtherGrain,1994,120.4793852,82.88655,37.59283517,45.35456618
GCAM_Hist_Forecast,Western Europe,OtherGrain,1994,221.7491027,193.05911,28.68999272,14.86072981
GCAM_Hist_Forecast_Bio,Western Europe,OtherGrain,1994,221.7491027,193.05911,28.68999272,14.86072981
GCAM_History,Western Europe,OtherGrain,1994,224.8815553,193.05911,31.8224453,16.4832653
GCAM_History_Bio,Western Europe,OtherGrain,1994,224.8815553,193.05911,31.8224453,16.4832653
GCAM_Hist_Forecast,Africa,PalmFruit,1994,39.16199675,43.96369,-4.801693255,-10.92195231
GCAM_Hist_Forecast_Bio,Africa,PalmFruit,1994,39.16199675,43.96369,-4.801693255,-10.92195231
GCAM_History,Africa,PalmFruit,1994,30.89256778,43.96369,-13.07112222,-29.73163132
GCAM_History_Bio,Africa,PalmFruit,1994,30.89256778,43.96369,-13.07112222,-29.73163132
GCAM_Hist_Forecast,Australia_NZ,PalmFruit,1994,0,0.09203,-0.09203,-100
GCAM_Hist_Forecast_Bio,Australia_NZ,PalmFruit,1994,0,0.09203,-0.09203,-100
GCAM_History,Australia_NZ,PalmFruit,1994,0,0.09203,-0.09203,-100
GCAM_History_Bio,Australia_NZ,PalmFruit,1994,0,0.09203,-0.09203,-100
GCAM_Hist_Forecast,Canada,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Canada,PalmFruit,1994,0,0,0,NA
GCAM_History,Canada,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Canada,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,China,PalmFruit,1994,2.384012217,2.52035,-0.136337783,-5.409478155
GCAM_Hist_Forecast_Bio,China,PalmFruit,1994,2.384012217,2.52035,-0.136337783,-5.409478155
GCAM_History,China,PalmFruit,1994,3.617744709,2.52035,1.097394709,43.54136167
GCAM_History_Bio,China,PalmFruit,1994,3.617744709,2.52035,1.097394709,43.54136167
GCAM_Hist_Forecast,Eastern Europe,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Eastern Europe,PalmFruit,1994,0,0,0,NA
GCAM_History,Eastern Europe,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Eastern Europe,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,Former Soviet Union,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Former Soviet Union,PalmFruit,1994,0,0,0,NA
GCAM_History,Former Soviet Union,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Former Soviet Union,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,India,PalmFruit,1994,14.20201037,17.138,-2.93598963,-17.13146009
GCAM_Hist_Forecast_Bio,India,PalmFruit,1994,14.20201037,17.138,-2.93598963,-17.13146009
GCAM_History,India,PalmFruit,1994,15.99597425,17.138,-1.142025746,-6.663704902
GCAM_History_Bio,India,PalmFruit,1994,15.99597425,17.138,-1.142025746,-6.663704902
GCAM_Hist_Forecast,Japan,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Japan,PalmFruit,1994,0,0,0,NA
GCAM_History,Japan,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Japan,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,Korea,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Korea,PalmFruit,1994,0,0,0,NA
GCAM_History,Korea,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Korea,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,Latin America,PalmFruit,1994,8.912540391,10.05132,-1.138779609,-11.32965232
GCAM_Hist_Forecast_Bio,Latin America,PalmFruit,1994,8.912540391,10.05132,-1.138779609,-11.32965232
GCAM_History,Latin America,PalmFruit,1994,7.645023195,10.05132,-2.406296805,-23.94010742
GCAM_History_Bio,Latin America,PalmFruit,1994,7.645023195,10.05132,-2.406296805,-23.94010742
GCAM_Hist_Forecast,Middle East,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Middle East,PalmFruit,1994,0,0,0,NA
GCAM_History,Middle East,PalmFruit,1994,0,0,0,NA
GCAM_History_Bio,Middle East,PalmFruit,1994,0,0,0,NA
GCAM_Hist_Forecast,Southeast Asia,PalmFruit,1994,101.1129644,107.43867,-6.325705581,-5.887736307
GCAM_Hist_Forecast_Bio,Southeast Asia,PalmFruit,1994,101.1129644,107.43867,-6.325705581,-5.887736307
GCAM_History,Southeast Asia,PalmFruit,1994,95.88997923,107.43867,-11.54869077,-10.74910065
GCAM_History_Bio,Southeast Asia,PalmFruit,1994,95.88997923,107.43867,-11.54869077,-10.74910065
GCAM_Hist_Forecast,USA,PalmFruit,1994,0,0.0085,-0.0085,-100
GCAM_Hist_Forecast_Bio,USA,PalmFruit,1994,0,0.0085,-0.0085,-100
GCAM_History,USA,PalmFruit,1994,0,0.0085,-0.0085,-100
GCAM_History_Bio,USA,PalmFruit,1994,0,0.0085,-0.0085,-100
GCAM_Hist_Forecast,Western Europe,PalmFruit,1994,0,0.00538,-0.00538,-100
GCAM_Hist_Forecast_Bio,Western Europe,PalmFruit,1994,0,0.00538,-0.00538,-100
GCAM_History,Western Europe,PalmFruit,1994,0,0.00538,-0.00538,-100
GCAM_History_Bio,Western Europe,PalmFruit,1994,0,0.00538,-0.00538,-100
GCAM_Hist_Forecast,Africa,Rice,1994,58.35137775,69.07534,-10.72396225,-15.52502276
GCAM_Hist_Forecast_Bio,Africa,Rice,1994,58.35137775,69.07534,-10.72396225,-15.52502276
GCAM_History,Africa,Rice,1994,58.14471702,69.07534,-10.93062298,-15.82420438
GCAM_History_Bio,Africa,Rice,1994,58.14471702,69.07534,-10.93062298,-15.82420438
GCAM_Hist_Forecast,Australia_NZ,Rice,1994,0.982124777,1.327,-0.344875223,-25.98908991
GCAM_Hist_Forecast_Bio,Australia_NZ,Rice,1994,0.982124777,1.327,-0.344875223,-25.98908991
GCAM_History,Australia_NZ,Rice,1994,0.949773182,1.327,-0.377226818,-28.4270398
GCAM_History_Bio,Australia_NZ,Rice,1994,0.949773182,1.327,-0.377226818,-28.4270398
GCAM_Hist_Forecast,Canada,Rice,1994,0,0,0,NA
GCAM_Hist_Forecast_Bio,Canada,Rice,1994,0,0,0,NA
GCAM_History,Canada,Rice,1994,0,0,0,NA
GCAM_History_Bio,Canada,Rice,1994,0,0,0,NA
GCAM_Hist_Forecast,China,Rice,1994,417.6505767,392.13437,25.51620675,6.507005939
GCAM_Hist_Forecast_Bio,China,Rice,1994,417.6505767,392.13437,25.51620675,6.507005939
GCAM_History,China,Rice,1994,404.7045936,392.13437,12.57022364,3.20559089
GCAM_History_Bio,China,Rice,1994,404.7045936,392.13437,12.57022364,3.20559089
GCAM_Hist_Forecast,Eastern Europe,Rice,1994,0.609397872,0.12006,0.489337872,407.5777715
GCAM_Hist_Forecast_Bio,Eastern Europe,Rice,1994,0.609397872,0.12006,0.489337872,407.5777715
GCAM_History,Eastern Europe,Rice,1994,1.51637181,0.12006,1.39631181,1163.011669
GCAM_History_Bio,Eastern Europe,Rice,1994,1.51637181,0.12006,1.39631181,1163.011669
GCAM_Hist_Forecast,Former Soviet Union,Rice,1994,6.26557113,5.402,0.86357113,15.98613717
GCAM_Hist_Forecast_Bio,Former Soviet Union,Rice,1994,6.26557113,5.402,0.86357113,15.98613717
GCAM_History,Former Soviet Union,Rice,1994,4.66140652,5.402,-0.74059348,-13.70961644
GCAM_History_Bio,Former Soviet Union,Rice,1994,4.66140652,5.402,-0.74059348,-13.70961644
GCAM_Hist_Forecast,India,Rice,1994,420.3885908,428.14,-7.751409242,-1.810484711
GCAM_Hist_Forecast_Bio,India,Rice,1994,420.3885908,428.14,-7.751409242,-1.810484711
GCAM_History,India,Rice,1994,444.9570376,428.14,16.81703763,3.927929562
GCAM_History_Bio,India,Rice,1994,444.9570376,428.14,16.81703763,3.927929562
GCAM_Hist_Forecast,Japan,Rice,1994,19.92573602,22.12,-2.194263979,-9.919819075
GCAM_Hist_Forecast_Bio,Japan,Rice,1994,19.92573602,22.12,-2.194263979,-9.919819075
GCAM_History,Japan,Rice,1994,22.22661317,22.12,0.106613169,0.481976353
GCAM_History_Bio,Japan,Rice,1994,22.22661317,22.12,0.106613169,0.481976353
GCAM_Hist_Forecast,Korea,Rice,1994,11.99013367,11.03,0.960133669,8.704747678
GCAM_Hist_Forecast_Bio,Korea,Rice,1994,11.99013367,11.03,0.960133669,8.704747678
GCAM_History,Korea,Rice,1994,12.30937252,11.03,1.279372519,11.59902555
GCAM_History_Bio,Korea,Rice,1994,12.30937252,11.03,1.279372519,11.59902555
GCAM_Hist_Forecast,Latin America,Rice,1994,69.02513598,69.12215,-0.097014019,-0.140351565
GCAM_Hist_Forecast_Bio,Latin America,Rice,1994,69.02513598,69.12215,-0.097014019,-0.140351565
GCAM_History,Latin America,Rice,1994,85.49715487,69.12215,16.37500487,23.68995303
GCAM_History_Bio,Latin America,Rice,1994,85.49715487,69.12215,16.37500487,23.68995303
GCAM_Hist_Forecast,Middle East,Rice,1994,5.963826767,7.26398,-1.300153233,-17.89863454
GCAM_Hist_Forecast_Bio,Middle East,Rice,1994,5.963826767,7.26398,-1.300153233,-17.89863454
GCAM_History,Middle East,Rice,1994,5.408262609,7.26398,-1.855717391,-25.54684059
GCAM_History_Bio,Middle East,Rice,1994,5.408262609,7.26398,-1.855717391,-25.54684059
GCAM_Hist_Forecast,Southeast Asia,Rice,1994,439.7979721,449.55003,-9.752057924,-2.169293132
GCAM_Hist_Forecast_Bio,Southeast Asia,Rice,1994,439.7979721,449.55003,-9.752057924,-2.169293132
GCAM_History,Southeast Asia,Rice,1994,446.4336154,449.55003,-3.116414631,-0.693229768
GCAM_History_Bio,Southeast Asia,Rice,1994,446.4336154,449.55003,-3.116414631,-0.693229768
GCAM_Hist_Forecast,USA,Rice,1994,11.13596577,13.4195,-2.283534227,-17.01653733
GCAM_Hist_Forecast_Bio,USA,Rice,1994,11.13596577,13.4195,-2.283534227,-17.01653733
GCAM_History,USA,Rice,1994,12.23164426,13.4195,-1.187855741,-8.851713855
GCAM_History_Bio,USA,Rice,1994,12.23164426,13.4195,-1.187855741,-8.851713855
GCAM_Hist_Forecast,Western Europe,Rice,1994,3.845897175,4.1764,-0.330502825,-7.913581682
GCAM_Hist_Forecast_Bio,Western Europe,Rice,1994,3.845897175,4.1764,-0.330502825,-7.913581682
GCAM_History,Western Europe,Rice,1994,3.676310209,4.1764,-0.500089791,-11.9741833
GCAM_History_Bio,Western Europe,Rice,1994,3.676310209,4.1764,-0.500089791,-11.9741833
GCAM_Hist_Forecast,Africa,Root_Tuber,1994,146.2588433,171.22976,-24.97091673,-14.58328081
GCAM_Hist_Forecast_Bio,Africa,Root_Tuber,1994,146.2588433,171.22976,-24.97091673,-14.58328081
GCAM_History,Africa,Root_Tuber,1994,149.5705624,171.22976,-21.65919763,-12.64920165
GCAM_History_Bio,Africa,Root_Tuber,1994,149.5705624,171.22976,-21.65919763,-12.64920165
GCAM_Hist_Forecast,Australia_NZ,Root_Tuber,1994,0.530804969,0.52924,0.001564969,0.295701224
GCAM_Hist_Forecast_Bio,Australia_NZ,Root_Tuber,1994,0.530804969,0.52924,0.001564969,0.295701224
GCAM_History,Australia_NZ,Root_Tuber,1994,0.575921462,0.52924,0.046681462,8.820471308
GCAM_History_Bio,Australia_NZ,Root_Tuber,1994,0.575921462,0.52924,0.046681462,8.820471308
GCAM_Hist_Forecast,Canada,Root_Tuber,1994,1.21729828,1.329,-0.11170172,-8.404945071
GCAM_Hist_Forecast_Bio,Canada,Root_Tuber,1994,1.21729828,1.329,-0.11170172,-8.404945071
GCAM_History,Canada,Root_Tuber,1994,1.34497847,1.329,0.01597847,1.202292701
GCAM_History_Bio,Canada,Root_Tuber,1994,1.34497847,1.329,0.01597847,1.202292701
GCAM_Hist_Forecast,China,Root_Tuber,1994,104.5763139,103.57636,0.999953869,0.965426733
GCAM_Hist_Forecast_Bio,China,Root_Tuber,1994,104.5763139,103.57636,0.999953869,0.965426733
GCAM_History,China,Root_Tuber,1994,108.4575038,103.57636,4.881143814,4.712604126
GCAM_History_Bio,China,Root_Tuber,1994,108.4575038,103.57636,4.881143814,4.712604126
GCAM_Hist_Forecast,Eastern Europe,Root_Tuber,1994,26.26711085,24.35943,1.907680845,7.831385404
GCAM_Hist_Forecast_Bio,Eastern Europe,Root_Tuber,1994,26.26711085,24.35943,1.907680845,7.831385404
GCAM_History,Eastern Europe,Root_Tuber,1994,17.50182826,24.35943,-6.857601736,-28.15173317
GCAM_History_Bio,Eastern Europe,Root_Tuber,1994,17.50182826,24.35943,-6.857601736,-28.15173317
GCAM_Hist_Forecast,Former Soviet Union,Root_Tuber,1994,60.745067,62.59757,-1.852503,-2.959384845
GCAM_Hist_Forecast_Bio,Former Soviet Union,Root_Tuber,1994,60.745067,62.59757,-1.852503,-2.959384845
GCAM_History,Former Soviet Union,Root_Tuber,1994,59.3690834,62.59757,-3.2284866,-5.157527041
GCAM_History_Bio,Former Soviet Union,Root_Tuber,1994,59.3690834,62.59757,-3.2284866,-5.157527041
GCAM_Hist_Forecast,India,Root_Tuber,1994,14.47465094,14.368,0.106650942,0.742281053
GCAM_Hist_Forecast_Bio,India,Root_Tuber,1994,14.47465094,14.368,0.106650942,0.742281053
GCAM_History,India,Root_Tuber,1994,14.50835866,14.368,0.140358659,0.976883763
GCAM_History_Bio,India,Root_Tuber,1994,14.50835866,14.368,0.140358659,0.976883763
GCAM_Hist_Forecast,Japan,Root_Tuber,1994,2.237499069,1.9214,0.316099069,16.45149731
GCAM_Hist_Forecast_Bio,Japan,Root_Tuber,1994,2.237499069,1.9214,0.316099069,16.45149731
GCAM_History,Japan,Root_Tuber,1994,2.256812229,1.9214,0.335412229,17.45665813
GCAM_History_Bio,Japan,Root_Tuber,1994,2.256812229,1.9214,0.335412229,17.45665813
GCAM_Hist_Forecast,Korea,Root_Tuber,1994,0.468351825,0.36411,0.104241825,28.62921238
GCAM_Hist_Forecast_Bio,Korea,Root_Tuber,1994,0.468351825,0.36411,0.104241825,28.62921238
GCAM_History,Korea,Root_Tuber,1994,0.469556785,0.36411,0.105446785,28.96014538
GCAM_History_Bio,Korea,Root_Tuber,1994,0.469556785,0.36411,0.105446785,28.96014538
GCAM_Hist_Forecast,Latin America,Root_Tuber,1994,38.86682165,41.84502,-2.978198355,-7.117210972
GCAM_Hist_Forecast_Bio,Latin America,Root_Tuber,1994,38.86682165,41.84502,-2.978198355,-7.117210972
GCAM_History,Latin America,Root_Tuber,1994,40.97897363,41.84502,-0.866046368,-2.069652179
GCAM_History_Bio,Latin America,Root_Tuber,1994,40.97897363,41.84502,-0.866046368,-2.069652179
GCAM_Hist_Forecast,Middle East,Root_Tuber,1994,2.202410728,2.46436,-0.261949272,-10.62950511
GCAM_Hist_Forecast_Bio,Middle East,Root_Tuber,1994,2.202410728,2.46436,-0.261949272,-10.62950511
GCAM_History,Middle East,Root_Tuber,1994,2.358895501,2.46436,-0.105464499,-4.279589784
GCAM_History_Bio,Middle East,Root_Tuber,1994,2.358895501,2.46436,-0.105464499,-4.279589784
GCAM_Hist_Forecast,Southeast Asia,Root_Tuber,1994,45.35858458,42.95432,2.40426458,5.597259089
GCAM_Hist_Forecast_Bio,Southeast Asia,Root_Tuber,1994,45.35858458,42.95432,2.40426458,5.597259089
GCAM_History,Southeast Asia,Root_Tuber,1994,41.52943516,42.95432,-1.42488484,-3.317209631
GCAM_History_Bio,Southeast Asia,Root_Tuber,1994,41.52943516,42.95432,-1.42488484,-3.317209631
GCAM_Hist_Forecast,USA,Root_Tuber,1994,5.932571225,5.94285,-0.010278775,-0.172960369
GCAM_Hist_Forecast_Bio,USA,Root_Tuber,1994,5.932571225,5.94285,-0.010278775,-0.172960369
GCAM_History,USA,Root_Tuber,1994,6.653565552,5.94285,0.710715552,11.9591703
GCAM_History_Bio,USA,Root_Tuber,1994,6.653565552,5.94285,0.710715552,11.9591703
GCAM_Hist_Forecast,Western Europe,Root_Tuber,1994,21.45429025,17.03979,4.414500246,25.90701086
GCAM_Hist_Forecast_Bio,Western Europe,Root_Tuber,1994,21.45429025,17.03979,4.414500246,25.90701086
GCAM_History,Western Europe,Root_Tuber,1994,24.85000121,17.03979,7.810211214,45.83513772
GCAM_History_Bio,Western Europe,Root_Tuber,1994,24.85000121,17.03979,7.810211214,45.83513772
GCAM_Hist_Forecast,Africa,SugarCrop,1994,12.07583326,12.52766,-0.451826736,-3.606633128
GCAM_Hist_Forecast_Bio,Africa,SugarCrop,1994,12.07583326,12.52766,-0.451826736,-3.606633128
GCAM_History,Africa,SugarCrop,1994,13.62770611,12.52766,1.100046109,8.780938412
GCAM_History_Bio,Africa,SugarCrop,1994,13.62770611,12.52766,1.100046109,8.780938412
GCAM_Hist_Forecast,Australia_NZ,SugarCrop,1994,3.296248875,3.38001,-0.083761125,-2.478132466
GCAM_Hist_Forecast_Bio,Australia_NZ,SugarCrop,1994,3.296248875,3.38001,-0.083761125,-2.478132466
GCAM_History,Australia_NZ,SugarCrop,1994,5.457806986,3.38001,2.077796986,61.47310172
GCAM_History_Bio,Australia_NZ,SugarCrop,1994,5.457806986,3.38001,2.077796986,61.47310172
GCAM_Hist_Forecast,Canada,SugarCrop,1994,0.241008,0.255,-0.013992,-5.487058824
GCAM_Hist_Forecast_Bio,Canada,SugarCrop,1994,0.241008,0.255,-0.013992,-5.487058824
GCAM_History,Canada,SugarCrop,1994,0.3057501,0.255,0.0507501,19.902
GCAM_History_Bio,Canada,SugarCrop,1994,0.3057501,0.255,0.0507501,19.902
