"","Corn","MiscCrop","OilCrop","OtherGrain","PalmFruit","Rice","Root_Tuber","SugarCrop","Wheat"
"Africa",360.847816771545,3184.59182398736,916.524183855695,2338.66917884196,28.7155833868462,102.473115491615,991.768267441958,3.83381519083333,85.1018706665133
"Australia_NZ",0.0167455584314286,7.68019929521143,36.3600216432962,99.6744913017028,6.39312247619048e-05,0.30560617677619,0.000861095185714286,0.152225094249048,421.369271495186
"Canada",1.33494909969619,58.385882192281,212.718702581465,68.9241835730991,0,0,0.0307807344947619,0.00329795557142857,298.024500457143
"China",1323.15938389711,6648.26151356568,401.194157865455,330.564345346181,0.0644992229333333,166.157884486155,37.6764310999257,2.22583043681619,1206.53869438324
"Eastern Europe",18.159918877999,11.0722487551489,69.6276724795862,22.986746038851,0,0.0244563564294286,34.8523967059562,5.04932183977143,54.81993686417
"Former Soviet Union",81.15699552432,187.025635909719,1133.39866319585,12206.7596005138,0,0.905537695385714,38.7017905223648,43.2202299605433,1461.6705454382
"India",69.2355441619048,911.797406051913,292.951410499543,965.591460147619,2.19245381428571,148.358851457143,7.85016111428571,20.9804266333333,222.748657247619
"Japan",0.00241017558142857,0.899359925541429,0.0775590449090476,0.0173862255947619,0,4.05857619047619,0.0490369383333333,0.00222233793476191,0.0871434476190476
"Korea",0.00091372061,0.446030364971429,0.121939114925714,0.0851902813647619,0,0.836454685655715,0.0018415918247619,0,0.000707350979047619
"Latin America",216.388590171749,29.3221731644167,10911.6213162935,26.6679666360291,3.08321920255505,23.7958426496348,2.62056674407008,165.956135607787,78.3717290292147
"Middle East",1.49203594550086,32.2391525358684,4.19474332773889,129.636163072801,0,0.289048296362857,0.136852339296091,0.16129544570909,94.379462779529
"Southeast Asia",26.1451863601448,774.822849185642,16.9219704510105,1.4498601433205,736.392357556513,1295.19756911346,3.38010359923219,4.16800188823905,30.1763338433381
"USA",480.655899696773,1.52799879666845,855.294834629666,351.392826879941,9.20592904761905e-06,1.02659679347619,0.269279579349048,0.422949744509047,729.056850433333
"Western Europe",7.03309260337905,105.430493341973,15.4789978905591,161.404208700229,5.15928571428571e-08,0.191672714254762,5.07370211733143,14.1464758988291,59.5429244207161
